"t","toy","p","Ws1","Wd1","T1","Ws2","Wd2","T2","Ws3","Wd3","T3"
1999-07-29 04:00:00,209.167,0,4.6,263.8,284.7,4.6,263.8,284.7,4.6,263.8,284.7
1999-07-29 05:00:00,209.208,0,4.5,256,284.7,4.5,256,284.7,4.5,256,284.7
1999-07-29 06:00:00,209.25,0,4.2,244.7,284.8,4.2,244.7,284.8,4.2,244.7,284.8
1999-07-29 07:00:00,209.292,0,3.9,234.3,285.5,3.9,238.8,285.3,3.9,238.8,285.3
1999-07-29 08:00:00,209.333,0,3.4,239.6,286.3,3.4,239.6,286.3,3.4,239.6,286.2
1999-07-29 09:00:00,209.375,0,3.9,247.4,287.5,3.9,247.4,287.5,3.9,247.4,287.5
1999-07-29 10:00:00,209.417,0.001,4.6,263.8,288.5,4.6,263.8,288.5,4.6,263.8,288.5
1999-07-29 11:00:00,209.458,0.321,5,274.6,289.1,5,274.6,289.1,5,274.6,289.1
1999-07-29 12:00:00,209.5,0.041,5.3,285.4,289.1,5.3,285.4,289.1,5.3,285.4,289.1
1999-07-29 13:00:00,209.542,0.606,5.4,281.7,289.3,5.2,278.9,289.1,5.2,278.9,289.1
1999-07-29 14:00:00,209.583,1.461,5.2,276.6,289.7,5.2,276.6,289.7,4.5,271.3,289.8
1999-07-29 15:00:00,209.625,0.011,4.9,267.7,290.2,4.9,267.7,290.2,4.9,267.7,290.2
1999-07-29 16:00:00,209.667,0,5.1,277.8,290.1,5.1,277.8,290.1,5.1,277.8,290.1
1999-07-29 17:00:00,209.708,0,5,276.8,289.6,5,276.8,289.6,5,276.8,289.6
1999-07-29 18:00:00,209.75,0,6,274.8,288.9,6,274.8,288.9,6,274.8,288.9
1999-07-29 19:00:00,209.792,0,5.1,275.6,287.8,5.7,280.1,287.9,5.7,280.1,287.9
1999-07-29 20:00:00,209.833,0,4.1,282.7,286.8,4.1,282.7,286.8,4.8,284.6,287.1
1999-07-29 21:00:00,209.875,0,3.9,262.7,286.4,3.9,262.7,286.4,3.9,262.7,286.4
1999-07-29 22:00:00,209.917,0,4.4,259.5,286.3,4.4,259.5,286.3,4.4,259.5,286.3
1999-07-29 23:00:00,209.958,0,5,264.3,286.5,5,264.3,286.5,5,264.3,286.5
1999-07-30 00:00:00,210,0,4.9,280.6,286.1,4.9,280.6,286.1,4.9,280.6,286.1
1999-07-30 01:00:00,210.042,0,4,277.1,285.7,4.3,275.3,285.4,4.3,275.3,285.4
1999-07-30 02:00:00,210.083,0,3.4,247.2,285.3,3.4,247.2,285.3,3.5,253.6,285.1
1999-07-30 03:00:00,210.125,0,3.7,249.6,285.3,3.7,249.6,285.3,3.7,249.6,285.3
1999-07-30 04:00:00,210.167,0,4.3,255.3,285.2,4.3,255.3,285.2,4.3,255.3,285.2
1999-07-30 05:00:00,210.208,0,4.8,246.6,285.1,4.8,246.6,285.1,4.8,246.6,285.1
1999-07-30 06:00:00,210.25,0,4.7,274.9,285.8,4.7,274.9,285.8,4.7,274.9,285.8
1999-07-30 07:00:00,210.292,0,3.4,300.4,286.8,3.5,293.6,286.5,3.5,293.6,286.5
1999-07-30 08:00:00,210.333,0,3.2,303.7,287.3,3.2,303.7,287.3,2.8,297.5,287
1999-07-30 09:00:00,210.375,0,3,287.2,287.8,3,287.2,287.8,3,287.2,287.8
1999-07-30 10:00:00,210.417,0,3.5,263.5,289.4,3.5,263.5,289.4,3.5,263.5,289.4
1999-07-30 11:00:00,210.458,0,3.9,275.9,290.9,3.9,275.9,290.9,3.9,275.9,290.9
1999-07-30 12:00:00,210.5,0,4.1,288.4,291.5,4.1,288.4,291.5,4.1,288.4,291.5
1999-07-30 13:00:00,210.542,0,3,294,291.4,4.1,285.8,291.7,4.1,285.8,291.7
1999-07-30 14:00:00,210.583,0.001,2.9,285.9,291.8,2.9,285.9,291.8,3.9,277.3,292.2
1999-07-30 15:00:00,210.625,0,3.2,286.2,292.1,3.2,286.2,292.1,3.2,286.2,292.1
1999-07-30 16:00:00,210.667,0,4,310,291.6,4,310,291.6,4,310,291.6
1999-07-30 17:00:00,210.708,0,4,327.1,290.7,4,327.1,290.7,4,327.1,290.7
1999-07-30 18:00:00,210.75,0,4.5,336.3,290,4.5,336.3,290,4.5,336.3,290
1999-07-30 19:00:00,210.792,0,3.7,346,289.9,3.7,344.5,289.8,3.7,344.5,289.8
1999-07-30 20:00:00,210.833,0,2.9,350.2,290.1,2.9,350.2,290.1,3.4,342.6,289.9
1999-07-30 21:00:00,210.875,0,3.4,348,289.6,3.4,348,289.6,3.4,348,289.6
1999-07-30 22:00:00,210.917,0,1.4,12.1,289.7,1.4,12.1,289.7,1.4,12.1,289.7
1999-07-30 23:00:00,210.958,0,0.2,0,289.7,0.2,0,289.7,0.2,0,289.7
1999-07-31 00:00:00,211,0,0.4,63.4,290.3,0.4,63.4,290.3,0.4,63.4,290.3
1999-07-31 01:00:00,211.042,0,1.7,72.6,291.1,0.9,54.5,291.1,0.9,54.5,291.1
1999-07-31 02:00:00,211.083,0,2.2,95.2,291,2.2,95.2,291,0.9,49.4,290.8
1999-07-31 03:00:00,211.125,0,3.1,125.8,290.8,3.1,125.8,290.8,3.1,125.8,290.8
1999-07-31 04:00:00,211.167,0,3.2,145.3,291.4,3.2,145.3,291.4,3.2,145.3,291.4
1999-07-31 05:00:00,211.208,0.001,2.6,169.1,292.1,2.6,169.1,292.1,2.6,169.1,292.1
1999-07-31 06:00:00,211.25,0,2.6,166.5,292.3,2.6,166.5,292.3,2.6,166.5,292.3
1999-07-31 07:00:00,211.292,0,1.9,143.7,290.9,3.3,155,291,3.3,155,291
1999-07-31 08:00:00,211.333,0,2,120.5,291.4,2,120.5,291.4,2.6,139.6,291.8
1999-07-31 09:00:00,211.375,0,3,126.9,292.7,3,126.9,292.7,3,126.9,292.7
1999-07-31 10:00:00,211.417,0,3,135,294.5,3,135,294.5,3,135,294.5
1999-07-31 11:00:00,211.458,0,3.1,149.3,295.6,3.1,149.3,295.6,3.1,149.3,295.6
1999-07-31 12:00:00,211.5,0.006,2.4,163.1,296.3,2.4,163.1,296.3,2.4,163.1,296.3
1999-07-31 13:00:00,211.542,0,0.8,14,295.9,0.8,187.1,296.4,0.8,187.1,296.4
1999-07-31 14:00:00,211.583,0,3.3,19.5,295.3,3.3,19.5,295.3,2.1,25.3,296
1999-07-31 15:00:00,211.625,0.241,3.7,22.4,294.9,3.7,22.4,294.9,3.7,22.4,294.9
1999-07-31 16:00:00,211.667,0.552,3.2,29.7,294.6,3.2,29.7,294.6,3.2,29.7,294.6
1999-07-31 17:00:00,211.708,0.276,3.4,42.6,294.6,3.4,42.6,294.6,3.4,42.6,294.6
1999-07-31 18:00:00,211.75,0.057,3.8,41.8,294.6,3.8,41.8,294.6,3.8,41.8,294.6
1999-07-31 19:00:00,211.792,0.003,3.8,29.9,293.9,4.2,44,294.8,4.2,44,294.8
1999-07-31 20:00:00,211.833,0,3.6,41.6,294,3.6,41.6,294,4.1,65.3,294.7
1999-07-31 21:00:00,211.875,0.505,3.5,43.8,294,3.5,43.8,294,3.5,43.8,294
1999-07-31 22:00:00,211.917,0,3.4,65.7,293.9,3.4,65.7,293.9,3.4,65.7,293.9
1999-07-31 23:00:00,211.958,0,4.1,102.7,293.3,4.1,102.7,293.3,4.1,102.7,293.3
1999-08-01 00:00:00,212,0.177,4.2,128.2,293,4.2,128.2,293,4.2,128.2,293
1999-08-01 01:00:00,212.042,0,4,139.1,293.2,4.8,146,293.1,4.8,146,293.1
1999-08-01 02:00:00,212.083,0,4.2,144.8,293,4.2,144.8,293,4.1,155.3,293
1999-08-01 03:00:00,212.125,0,3.9,138.1,292.5,3.9,138.1,292.5,3.9,138.1,292.5
1999-08-01 04:00:00,212.167,0,3.7,130.6,292.1,3.7,130.6,292.1,3.7,130.6,292.1
1999-08-01 05:00:00,212.208,0,3.3,136.2,291.2,3.3,136.2,291.2,3.3,136.2,291.2
1999-08-01 06:00:00,212.25,0,2.9,155.2,290.5,2.9,155.2,290.5,2.9,155.2,290.5
1999-08-01 07:00:00,212.292,0,2.5,118.6,290.8,2.6,152.4,290.7,2.6,152.4,290.7
1999-08-01 08:00:00,212.333,0,3.4,109,292,3.4,109,292,3.3,130,291.9
1999-08-01 09:00:00,212.375,0,3.8,117.9,293.8,3.8,117.9,293.8,3.8,117.9,293.8
1999-08-01 10:00:00,212.417,0.108,3.5,121,295.6,3.5,121,295.6,3.5,121,295.6
1999-08-01 11:00:00,212.458,0.285,3.8,125.4,296.8,3.8,125.4,296.8,3.8,125.4,296.8
1999-08-01 12:00:00,212.5,0.577,4.3,122.6,297.5,4.3,122.6,297.5,4.3,122.6,297.5
1999-08-01 13:00:00,212.542,1.02,3.7,112.4,298.3,4.6,121.6,298,4.6,121.6,298
1999-08-01 14:00:00,212.583,0.173,3.5,111.5,298.5,3.5,111.5,298.5,4.4,123,298.2
1999-08-01 15:00:00,212.625,0.019,2.6,105.6,298.4,2.6,105.6,298.4,2.6,105.6,298.4
1999-08-01 16:00:00,212.667,0,3,99.5,297.9,3,99.5,297.9,3,99.5,297.9
1999-08-01 17:00:00,212.708,0.361,4.3,117.8,297.9,4.3,117.8,297.9,4.3,117.8,297.9
1999-08-01 18:00:00,212.75,0,5.7,124.2,297.9,5.7,124.2,297.9,5.7,124.2,297.9
1999-08-01 19:00:00,212.792,0.353,6.8,126,297.2,7.1,124.1,297.3,7.1,124.1,297.3
1999-08-01 20:00:00,212.833,0.768,5.5,123.1,296.4,5.5,123.1,296.4,6.3,119.4,296.3
1999-08-01 21:00:00,212.875,0,4.5,116.6,295.9,4.5,116.6,295.9,4.5,116.6,295.9
1999-08-01 22:00:00,212.917,0.001,5.3,111.2,295.5,5.3,111.2,295.5,5.3,111.2,295.5
1999-08-01 23:00:00,212.958,0,5.5,121.7,294.8,5.5,121.7,294.8,5.5,121.7,294.8
1999-08-02 00:00:00,213,0,4.5,117.7,294.1,4.5,117.7,294.1,4.5,117.7,294.1
1999-08-02 01:00:00,213.042,0,4.6,124.4,294.5,4.8,116,294.6,4.8,116,294.6
1999-08-02 02:00:00,213.083,0.429,4.4,120.1,294.4,4.4,120.1,294.4,4.6,124.4,294.7
1999-08-02 03:00:00,213.125,0.195,5,120.2,294.2,5,120.2,294.2,5,120.2,294.2
1999-08-02 04:00:00,213.167,0.01,4.6,124.4,294.6,4.6,124.4,294.6,4.6,124.4,294.6
1999-08-02 05:00:00,213.208,0,4.4,129.5,293.5,4.4,129.5,293.5,4.4,129.5,293.5
1999-08-02 06:00:00,213.25,0,4.3,130.3,291.9,4.3,130.3,291.9,4.3,130.3,291.9
1999-08-02 07:00:00,213.292,0,4,139.1,292.2,4.5,140.4,292.4,4.5,140.4,292.4
1999-08-02 08:00:00,213.333,0,3.7,141.6,293.5,3.7,141.6,293.5,3.7,141.6,293.6
1999-08-02 09:00:00,213.375,0,3.1,137.6,295,3.1,137.6,295,3.1,137.6,295
1999-08-02 10:00:00,213.417,0,2.8,109.1,295.9,2.8,109.1,295.9,2.8,109.1,295.9
1999-08-02 11:00:00,213.458,0.013,3,76.4,296.4,3,76.4,296.4,3,76.4,296.4
1999-08-02 12:00:00,213.5,0,3.4,60.5,296.6,3.4,60.5,296.6,3.4,60.5,296.6
1999-08-02 13:00:00,213.542,0.017,4.1,60.9,296.5,4,60.3,296.6,4,60.3,296.6
1999-08-02 14:00:00,213.583,0.398,4.7,55.3,296.3,4.7,55.3,296.3,4.7,55.3,296.4
1999-08-02 15:00:00,213.625,1.37,4.5,62.3,296.4,4.5,62.3,296.4,4.5,62.3,296.4
1999-08-02 16:00:00,213.667,0.185,3.7,85.4,297.1,3.7,85.4,297.1,3.7,85.4,297.1
1999-08-02 17:00:00,213.708,0.284,4.5,99,297.5,4.5,99,297.5,4.5,99,297.5
1999-08-02 18:00:00,213.75,0.163,5.6,106.5,297.6,5.6,106.5,297.6,5.6,106.5,297.6
1999-08-02 19:00:00,213.792,0.41,7.4,107.2,296.5,7,111.8,296.9,7,111.8,296.9
1999-08-02 20:00:00,213.833,0.821,5.4,108.4,295.1,5.4,108.4,295.1,5.7,113.9,295.3
1999-08-02 21:00:00,213.875,1.69,4.8,95.9,294.5,4.8,95.9,294.5,4.8,95.9,294.5
1999-08-02 22:00:00,213.917,1.473,5,88.9,294.2,5,88.9,294.2,5,88.9,294.2
1999-08-02 23:00:00,213.958,0.959,4.7,98.7,293.6,4.7,98.7,293.6,4.7,98.7,293.6
1999-08-03 00:00:00,214,0.494,3.6,118,293.3,3.6,118,293.3,3.6,118,293.3
1999-08-03 01:00:00,214.042,0.001,3,131,292.6,3.1,127.2,293.1,3.1,127.2,293.1
1999-08-03 02:00:00,214.083,0,2,130.9,292.7,2,130.9,292.7,1.5,121.6,293.6
1999-08-03 03:00:00,214.125,0,1.7,90,292.9,1.7,90,292.9,1.7,90,292.9
1999-08-03 04:00:00,214.167,0,3.2,69.9,292.3,3.2,69.9,292.3,3.2,69.9,292.3
1999-08-03 05:00:00,214.208,0,4,67.9,291.7,4,67.9,291.7,4,67.9,291.7
1999-08-03 06:00:00,214.25,0,4.7,77.7,291.2,4.7,77.7,291.2,4.7,77.7,291.2
1999-08-03 07:00:00,214.292,0,3.6,69.1,291.5,4.2,85.9,291.3,4.2,85.9,291.3
1999-08-03 08:00:00,214.333,0,3.2,81.1,292.3,3.2,81.1,292.3,3.6,99.5,292.3
1999-08-03 09:00:00,214.375,0,4,73.9,293.3,4,73.9,293.3,4,73.9,293.3
1999-08-03 10:00:00,214.417,0,3.8,77.8,294.5,3.8,77.8,294.5,3.8,77.8,294.5
1999-08-03 11:00:00,214.458,0.001,3.3,107.9,295.7,3.3,107.9,295.7,3.3,107.9,295.7
1999-08-03 12:00:00,214.5,0.219,2.5,94.6,296.7,2.5,94.6,296.7,2.5,94.6,296.7
1999-08-03 13:00:00,214.542,1.087,4.5,51.3,296.8,2.7,66.3,297,2.7,66.3,297
1999-08-03 14:00:00,214.583,1.843,6.4,51.3,296.3,6.4,51.3,296.3,4,58.3,296.8
1999-08-03 15:00:00,214.625,0.338,6.4,63.8,296.6,6.4,63.8,296.6,6.4,63.8,296.6
1999-08-03 16:00:00,214.667,1.358,6.1,77.8,297.1,6.1,77.8,297.1,6.1,77.8,297.1
1999-08-03 17:00:00,214.708,1.692,5.9,98.8,297.5,5.9,98.8,297.5,5.9,98.8,297.5
1999-08-03 18:00:00,214.75,0.713,6.7,122.7,297.4,6.7,122.7,297.4,6.7,122.7,297.4
1999-08-03 19:00:00,214.792,0,5.4,119,296.8,5.4,127.5,296.7,5.4,127.5,296.7
1999-08-03 20:00:00,214.833,0.385,3.8,118.6,296.2,3.8,118.6,296.2,4.1,126,296.2
1999-08-03 21:00:00,214.875,1.189,2.6,110.6,295.8,2.6,110.6,295.8,2.6,110.6,295.8
1999-08-03 22:00:00,214.917,1.115,2.4,94.8,295.4,2.4,94.8,295.4,2.4,94.8,295.4
1999-08-03 23:00:00,214.958,1.464,3.3,77.7,294.7,3.3,77.7,294.7,3.3,77.7,294.7
1999-08-04 00:00:00,215,1.631,3.8,77.8,294.4,3.8,77.8,294.4,3.8,77.8,294.4
1999-08-04 01:00:00,215.042,1.382,3.4,78,294.2,4.3,86,294.3,4.3,86,294.3
1999-08-04 02:00:00,215.083,0.729,4.8,79.2,293,4.8,79.2,293,5.1,88.9,293.4
1999-08-04 03:00:00,215.125,0.022,4.6,87.5,292.4,4.6,87.5,292.4,4.6,87.5,292.4
1999-08-04 04:00:00,215.167,0,3.9,115.9,293.3,3.9,115.9,293.3,3.9,115.9,293.3
1999-08-04 05:00:00,215.208,0,3.7,130.6,292.5,3.7,130.6,292.5,3.7,130.6,292.5
1999-08-04 06:00:00,215.25,0,4.1,119.1,291.6,4.1,119.1,291.6,4.1,119.1,291.6
1999-08-04 07:00:00,215.292,0,2.8,102.5,291.7,3.4,118.1,291.7,3.4,118.1,291.7
1999-08-04 08:00:00,215.333,0,2.4,102.3,292.8,2.4,102.3,292.8,2.9,125.3,292.9
1999-08-04 09:00:00,215.375,0.028,2.8,111,294.4,2.8,111,294.4,2.8,111,294.4
1999-08-04 10:00:00,215.417,0.611,1.7,90,295.4,1.7,90,295.4,1.7,90,295.4
1999-08-04 11:00:00,215.458,0.887,2.1,45,295.2,2.1,45,295.2,2.1,45,295.2
1999-08-04 12:00:00,215.5,1.277,2.4,48.4,295.3,2.4,48.4,295.3,2.4,48.4,295.3
1999-08-04 13:00:00,215.542,0.82,3.6,32.3,294.9,3,28.3,295.2,3,28.3,295.2
1999-08-04 14:00:00,215.583,0.632,5.3,38.8,294.7,5.3,38.8,294.7,3.7,35,295.2
1999-08-04 15:00:00,215.625,0.673,6,45.7,295,6,45.7,295,6,45.7,295
1999-08-04 16:00:00,215.667,2.797,5.5,50.9,295.8,5.5,50.9,295.8,5.5,50.9,295.8
1999-08-04 17:00:00,215.708,2.058,5.3,58.1,296.1,5.3,58.1,296.1,5.3,58.1,296.1
1999-08-04 18:00:00,215.75,0.441,5.3,67.8,296.3,5.3,67.8,296.3,5.3,67.8,296.3
1999-08-04 19:00:00,215.792,0.351,4.8,90,296,5.7,88,296.2,5.7,88,296.2
1999-08-04 20:00:00,215.833,0.802,5.2,113.6,295.6,5.2,113.6,295.6,6.2,114.9,295.5
1999-08-04 21:00:00,215.875,1.878,5.9,137.7,294.6,5.9,137.7,294.6,5.9,137.7,294.6
1999-08-04 22:00:00,215.917,2.019,5.2,143.6,294.1,5.2,143.6,294.1,5.2,143.6,294.1
1999-08-04 23:00:00,215.958,0.896,3.1,128.4,294,3.1,128.4,294,3.1,128.4,294
1999-08-05 00:00:00,216,0.142,3.3,135,293.8,3.3,135,293.8,3.3,135,293.8
1999-08-05 01:00:00,216.042,0,3.8,139.2,293.2,3.4,143.5,293.5,3.4,143.5,293.5
1999-08-05 02:00:00,216.083,0,3.5,133.8,293,3.5,133.8,293,3,131,293.3
1999-08-05 03:00:00,216.125,0,3.4,137.4,293.1,3.4,137.4,293.1,3.4,137.4,293.1
1999-08-05 04:00:00,216.167,0,3.7,126.3,292.6,3.7,126.3,292.6,3.7,126.3,292.6
1999-08-05 05:00:00,216.208,0,4.5,134.1,292.4,4.5,134.1,292.4,4.5,134.1,292.4
1999-08-05 06:00:00,216.25,0,2.6,144.5,292.2,2.6,144.5,292.2,2.6,144.5,292.2
1999-08-05 07:00:00,216.292,0,1,84.3,291.7,1.7,144.5,291.4,1.7,144.5,291.4
1999-08-05 08:00:00,216.333,0,1.9,93,292.7,1.9,93,292.7,2.1,131.2,292.5
1999-08-05 09:00:00,216.375,0,2.1,62.2,294,2.1,62.2,294,2.1,62.2,294
1999-08-05 10:00:00,216.417,0.058,1.8,83.7,295,1.8,83.7,295,1.8,83.7,295
1999-08-05 11:00:00,216.458,0.075,1.8,137.3,295.9,1.8,137.3,295.9,1.8,137.3,295.9
1999-08-05 12:00:00,216.5,0.001,1,180,296.7,1,180,296.7,1,180,296.7
1999-08-05 13:00:00,216.542,0,1.9,25.2,297.2,0.4,33.7,296.9,0.4,33.7,296.9
1999-08-05 14:00:00,216.583,1.007,1.9,36.3,297.2,1.9,36.3,297.2,0.3,341.6,297.1
1999-08-05 15:00:00,216.625,2.307,2.7,17.1,297.2,2.7,17.1,297.2,2.7,17.1,297.2
1999-08-05 16:00:00,216.667,1.853,3.4,20.6,296.9,3.4,20.6,296.9,3.4,20.6,296.9
1999-08-05 17:00:00,216.708,2.126,3.7,18.9,296.6,3.7,18.9,296.6,3.7,18.9,296.6
1999-08-05 18:00:00,216.75,2.098,5.3,21.2,296.2,5.3,21.2,296.2,5.3,21.2,296.2
1999-08-05 19:00:00,216.792,0.949,4.4,31.2,295.7,4.8,28.7,295.9,4.8,28.7,295.9
1999-08-05 20:00:00,216.833,0.073,3.4,25.8,295.7,3.4,25.8,295.7,4,29.7,295.5
1999-08-05 21:00:00,216.875,0,3.2,18.4,295.4,3.2,18.4,295.4,3.2,18.4,295.4
1999-08-05 22:00:00,216.917,0,2.9,7.9,295.1,2.9,7.9,295.1,2.9,7.9,295.1
1999-08-05 23:00:00,216.958,0,3.1,3.7,294.5,3.1,3.7,294.5,3.1,3.7,294.5
1999-08-06 00:00:00,217,0,1.4,351.9,294.3,1.4,351.9,294.3,1.4,351.9,294.3
1999-08-06 01:00:00,217.042,0,0.8,336.8,293.6,1.9,302,293.9,1.9,302,293.9
1999-08-06 02:00:00,217.083,0,3.1,321.6,292.5,3.1,321.6,292.5,4.2,303.3,293
1999-08-06 03:00:00,217.125,0.013,3.2,295.8,292.4,3.2,295.8,292.4,3.2,295.8,292.4
1999-08-06 04:00:00,217.167,0.083,3.5,278.1,292.6,3.5,278.1,292.6,3.5,278.1,292.6
1999-08-06 05:00:00,217.208,0.606,4.8,261.5,292.3,4.8,261.5,292.3,4.8,261.5,292.3
1999-08-06 06:00:00,217.25,0.354,5,276.8,291.4,5,276.8,291.4,5,276.8,291.4
1999-08-06 07:00:00,217.292,0.286,5.8,266.1,291.1,5.6,277.1,291,5.6,277.1,291
1999-08-06 08:00:00,217.333,1.132,6.4,271.8,291.4,6.4,271.8,291.4,6,281.5,291.4
1999-08-06 09:00:00,217.375,4.072,7,279.1,291.8,7,279.1,291.8,7,279.1,291.8
1999-08-06 10:00:00,217.417,5.034,7.9,292.3,291.8,7.9,292.3,291.8,7.9,292.3,291.8
1999-08-06 11:00:00,217.458,5.249,8.7,294.5,291.4,8.7,294.5,291.4,8.7,294.5,291.4
1999-08-06 12:00:00,217.5,5.881,8.5,302,290.4,8.5,302,290.4,8.5,302,290.4
1999-08-06 13:00:00,217.542,6.501,6.2,285.8,290.2,7.6,292.5,289.9,7.6,292.5,289.9
1999-08-06 14:00:00,217.583,4.723,6.1,275.6,290.4,6.1,275.6,290.4,7,278.2,289.8
1999-08-06 15:00:00,217.625,4.037,6.4,284.5,290.1,6.4,284.5,290.1,6.4,284.5,290.1
1999-08-06 16:00:00,217.667,2.995,6.9,286.9,289.4,6.9,286.9,289.4,6.9,286.9,289.4
1999-08-06 17:00:00,217.708,1.313,7,284,288.8,7,284,288.8,7,284,288.8
1999-08-06 18:00:00,217.75,1.516,6.2,274.6,289,6.2,274.6,289,6.2,274.6,289
1999-08-06 19:00:00,217.792,0.269,5.3,267.8,289.1,6.1,276.5,289.1,6.1,276.5,289.1
1999-08-06 20:00:00,217.833,0,5.9,253.4,288.7,5.9,253.4,288.7,6.7,256.2,288.8
1999-08-06 21:00:00,217.875,0.288,6.1,260.5,288.4,6.1,260.5,288.4,6.1,260.5,288.4
1999-08-06 22:00:00,217.917,0.048,5.8,261,288.3,5.8,261,288.3,5.8,261,288.3
1999-08-06 23:00:00,217.958,1.468,5.5,261.6,288.4,5.5,261.6,288.4,5.5,261.6,288.4
1999-08-07 00:00:00,218,2.242,5.8,257.2,288.4,5.8,257.2,288.4,5.8,257.2,288.4
1999-08-07 01:00:00,218.042,2.216,5.2,282.2,288.6,4.9,266.5,288.5,4.9,266.5,288.5
1999-08-07 02:00:00,218.083,1.297,3.6,284.4,288.6,3.6,284.4,288.6,4.6,254.7,288.4
1999-08-07 03:00:00,218.125,2.41,4.6,250.8,288.7,4.6,250.8,288.7,4.6,250.8,288.7
1999-08-07 04:00:00,218.167,1.385,3.4,268.3,288.3,3.4,268.3,288.3,3.4,268.3,288.3
1999-08-07 05:00:00,218.208,1.649,2.2,245.8,288.3,2.2,245.8,288.3,2.2,245.8,288.3
1999-08-07 06:00:00,218.25,0,1.2,211,287.8,1.2,211,287.8,1.2,211,287.8
1999-08-07 07:00:00,218.292,0,2.2,243.4,288.1,2.3,208.8,287.6,2.3,208.8,287.6
1999-08-07 08:00:00,218.333,0,2.5,243.4,288.4,2.5,243.4,288.4,2.8,219.3,287.8
1999-08-07 09:00:00,218.375,0,0.4,296.6,289,0.4,296.6,289,0.4,296.6,289
1999-08-07 10:00:00,218.417,0.05,1.4,234,289.9,1.4,234,289.9,1.4,234,289.9
1999-08-07 11:00:00,218.458,0.166,1.7,276.7,290.8,1.7,276.7,290.8,1.7,276.7,290.8
1999-08-07 12:00:00,218.5,0.848,1.7,319.8,291.3,1.7,319.8,291.3,1.7,319.8,291.3
1999-08-07 13:00:00,218.542,0.735,2.5,338.6,291.4,2.3,311.4,291.7,2.3,311.4,291.7
1999-08-07 14:00:00,218.583,0.316,2.9,344.1,291.3,2.9,344.1,291.3,2.2,300.1,291.8
1999-08-07 15:00:00,218.625,0.598,3.3,336.6,291.1,3.3,336.6,291.1,3.3,336.6,291.1
1999-08-07 16:00:00,218.667,0.402,3.3,336.6,290.9,3.3,336.6,290.9,3.3,336.6,290.9
1999-08-07 17:00:00,218.708,0.443,2.9,342.2,290.9,2.9,342.2,290.9,2.9,342.2,290.9
1999-08-07 18:00:00,218.75,1.254,2.6,330.5,290.9,2.6,330.5,290.9,2.6,330.5,290.9
1999-08-07 19:00:00,218.792,1.106,2.1,343.3,290.5,2.3,340,291,2.3,340,291
1999-08-07 20:00:00,218.833,1.717,1.3,318,290.9,1.3,318,290.9,1.2,335.6,291.2
1999-08-07 21:00:00,218.875,0.676,1.6,34.7,291,1.6,34.7,291,1.6,34.7,291
1999-08-07 22:00:00,218.917,0.359,2.9,104,291,2.9,104,291,2.9,104,291
1999-08-07 23:00:00,218.958,0.791,4.4,121.9,290.8,4.4,121.9,290.8,4.4,121.9,290.8
1999-08-08 00:00:00,219,0.927,5.3,120.4,290.2,5.3,120.4,290.2,5.3,120.4,290.2
1999-08-08 01:00:00,219.042,0.031,5.2,118.5,290.2,5.6,119.7,290,5.6,119.7,290
1999-08-08 02:00:00,219.083,0.289,5,121.2,291.1,5,121.2,291.1,5.2,121.5,290.3
1999-08-08 03:00:00,219.125,0.199,5.4,126.7,291.9,5.4,126.7,291.9,5.4,126.7,291.9
1999-08-08 04:00:00,219.167,0.035,5.5,120.8,291.4,5.5,120.8,291.4,5.5,120.8,291.4
1999-08-08 05:00:00,219.208,0,6.3,106.7,290.7,6.3,106.7,290.7,6.3,106.7,290.7
1999-08-08 06:00:00,219.25,0,6.3,105.6,290.1,6.3,105.6,290.1,6.3,105.6,290.1
1999-08-08 07:00:00,219.292,0.512,3.5,115.1,290.1,6.3,99.2,290,6.3,99.2,290
1999-08-08 08:00:00,219.333,0.003,2.4,82.9,290.4,2.4,82.9,290.4,5.4,92.1,290.5
1999-08-08 09:00:00,219.375,0.042,3.4,35.5,290.4,3.4,35.5,290.4,3.4,35.5,290.4
1999-08-08 10:00:00,219.417,0,5.4,61,290.5,5.4,61,290.5,5.4,61,290.5
1999-08-08 11:00:00,219.458,0,6.6,68.5,291,6.6,68.5,291,6.6,68.5,291
1999-08-08 12:00:00,219.5,0,6.7,81.4,292,6.7,81.4,292,6.7,81.4,292
1999-08-08 13:00:00,219.542,0,4.3,79.2,291.5,6.6,86.5,292.7,6.6,86.5,292.7
1999-08-08 14:00:00,219.583,1.14,4.4,69.9,291.6,4.4,69.9,291.6,6.6,85.7,292.7
1999-08-08 15:00:00,219.625,0.61,4.7,72.7,291.7,4.7,72.7,291.7,4.7,72.7,291.7
1999-08-08 16:00:00,219.667,2.696,5.2,67.4,291.8,5.2,67.4,291.8,5.2,67.4,291.8
1999-08-08 17:00:00,219.708,4.37,5.8,62.1,291.8,5.8,62.1,291.8,5.8,62.1,291.8
1999-08-08 18:00:00,219.75,3.744,6.6,79.5,291.3,6.6,79.5,291.3,6.6,79.5,291.3
1999-08-08 19:00:00,219.792,4.056,6.9,95,290.5,6.6,93.5,290.7,6.6,93.5,290.7
1999-08-08 20:00:00,219.833,1.6,7,94.1,289.5,7,94.1,289.5,6.2,89.1,289.8
1999-08-08 21:00:00,219.875,1.2,6.7,84,288.9,6.7,84,288.9,6.7,84,288.9
